,pl_name,hostname,default_flag,sy_pnum,discoverymethod,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_bmasse,pl_bmassprov,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_pubdate,releasedate
2666,HIP 65407 b,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,28.125,0.019,-0.019,,136.03124,Msini,,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,K0,5460,,0.93,0.25,[Fe/H],4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h24m21.04s,201.087663,+48d53m05.04s,48.8847322,61.7804,9.38,0.03,-0.03,7.578,0.017,-0.017,9.15101,0.000198,-0.000198,2016-04,2/25/2016
2667,HIP 65407 c,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,67.3,0.08,-0.08,,249.17872,Msini,,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,K0,5460,,0.93,0.25,[Fe/H],4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h24m21.04s,201.087663,+48d53m05.04s,48.8847322,61.7804,9.38,0.03,-0.03,7.578,0.017,-0.017,9.15101,0.000198,-0.000198,2016-04,2/25/2016
2672,HIP 67851 b,HIP 67851,1,2,Radial Velocity,2015,Multiple Observatories,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..14J/abstract target=ref>Jones et al. 2015</a>,88.9,0.1,-0.1,,438.6054,Msini,,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..14J/abstract target=ref>Jones et al. 2015</a>,K0 III,4890,5.92,1.63,0,[Fe/H],3.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m51.69s,208.465364,-35d18m52.75s,-35.3146536,64.1181,6.17,0.03,-0.03,3.751,0.236,-0.236,5.89329,0.0009089,-0.0009089,2015-08,6/4/2015
2677,HIP 67851 c,HIP 67851,1,2,Radial Velocity,2015,Multiple Observatories,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..14J/abstract target=ref>Jones et al. 2015</a>,2131.8,88.3,-88.3,,1900.6234,Msini,,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..14J/abstract target=ref>Jones et al. 2015</a>,K0 III,4890,5.92,1.63,0,[Fe/H],3.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m51.69s,208.465364,-35d18m52.75s,-35.3146536,64.1181,6.17,0.03,-0.03,3.751,0.236,-0.236,5.89329,0.0009089,-0.0009089,2015-08,6/4/2015
2678,HIP 70849 b,HIP 70849,1,1,Radial Velocity,2009,La Silla Observatory,<a refstr=SEGRANSAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...535A..54S/abstract target=ref> S&eacute;gransan et al. 2011 </a>,17337.5,15512.5,-15512.5,,2860,Msini,,<a refstr=SEGRANSAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...535A..54S/abstract target=ref> S&eacute;gransan et al. 2011 </a>,K7 V,4105,,0.63,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.50s,217.3270762,-46d27m52.86s,-46.464684,24.0572,10.421,0.067,-0.067,6.79,0.027,-0.027,9.69796,0.000431,-0.000431,2011-11,5/14/2014
2679,HIP 71135 b,HIP 71135,1,1,Radial Velocity,2019,Las Campanas Observatory,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,87.19,0.381,-0.381,,18.8,Msini,,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,M1,4146,,0.66,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h32m51.79s,218.2158073,-52d38m47.31s,-52.6464757,32.3311,10.53,0.03,-0.03,7.242,0.021,-0.021,9.95835,0.000461,-0.000461,2019-06,5/23/2019
2680,HIP 74890 b,HIP 74890,1,1,Radial Velocity,2016,Multiple Observatories,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,822.3,16.8,-16.8,,762.792,Msini,,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,K1 III,4850,5.77,1.74,0.2,[Fe/H],3.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h18m17.16s,229.5714974,-41d25m15.95s,-41.4210961,78.6562,7.05,0.03,-0.03,4.639,0.016,-0.016,6.75234,0.000227,-0.000227,2016-05,3/17/2016
2681,HIP 75092 b,HIP 75092,1,1,Radial Velocity,2021,Multiple Observatories,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,926.4,12.8,-12.8,,568.91285,Msini,,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,K0 III,4891,4.53,1.28,-0.01,[Fe/H],3.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h20m41.38s,230.1724206,-25d59m27.79s,-25.9910525,81.6696,7.11,0.03,-0.03,4.738,0.027,-0.027,6.82953,0.000244,-0.000244,2021-02,5/17/2021
2686,HIP 79431 b,HIP 79431,1,1,Radial Velocity,2009,W. M. Keck Observatory,<a refstr=APPS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..156A/abstract target=ref> Apps et al. 2010 </a>,111.7,0.7,-0.7,,667.415,Msini,,<a refstr=APPS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..156A/abstract target=ref> Apps et al. 2010 </a>,M3 V,3191,,0.49,0.4,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h12m41.82s,243.1742467,-18d52m35.13s,-18.8764247,14.5324,11.394,0.045,-0.045,6.589,0.018,-0.018,10.2351,0.001329,-0.001329,2010-02,1/31/2019
2688,HIP 90988 b,HIP 90988,1,1,Radial Velocity,2021,Multiple Observatories,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,453.9,2,-2,,622.94368,Msini,,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,K1 III,4883,3.94,1.3,0.17,[Fe/H],3.32,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m33.43s,278.3892816,-50d12m42.09s,-50.211692,94.0349,7.75,0.03,-0.03,5.383,0.02,-0.02,7.46648,0.000363,-0.000363,2021-02,5/17/2021
2689,HIP 91258 b,HIP 91258,1,1,Radial Velocity,2013,Haute-Provence Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.0505,0.0015,-0.0015,,346.4347,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5519,0.89,0.97,0.23,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h36m53.07s,279.2211173,+61d42m05.42s,61.7015065,45.8846,8.65,0.03,-0.03,6.893,0.021,-0.021,8.45032,0.000505,-0.000505,2017-03,9/6/2018
2691,HIP 97166 b,HIP 97166,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211005628M/abstract target=ref>MacDougall et al. 2021</a>,10.28891,4.00E-05,-4.00E-05,2.74,20,Mass,757,<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211005628M/abstract target=ref>MacDougall et al. 2021</a>,K0 V,5198,0.84,0.9,0.27,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501,9.92,0.03,-0.03,7.923,0.02,-0.02,9.68443,0.000389,-0.000389,2021-10,11/9/2021
2692,HIP 97166 c,HIP 97166,1,2,Radial Velocity,2021,Multiple Observatories,<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211005628M/abstract target=ref>MacDougall et al. 2021</a>,16.84,0.22,-0.22,,9.9,Msini,642,<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211005628M/abstract target=ref>MacDougall et al. 2021</a>,K0 V,5198,0.84,0.9,0.27,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m58.71s,296.2446203,+74d03m46.29s,74.0628577,65.9501,9.92,0.03,-0.03,7.923,0.02,-0.02,9.68443,0.000389,-0.000389,2021-10,11/9/2021
2693,HIP 97233 b,HIP 97233,1,1,Radial Velocity,2014,Multiple Observatories,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A...3J/abstract target=ref>Jones et al. 2015</a>,1058.8,6.7,-6.7,,6356.3,Msini,,<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A...3J/abstract target=ref>Jones et al. 2015</a>,K0,5020,5.34,1.93,0.29,[Fe/H],3.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m41.31s,296.4221207,-00d41m48.77s,-0.6968794,102.275,7.34,0.03,-0.03,5.09,0.027,-0.027,7.07025,0.000177,-0.000177,2015-01,10/3/2014
2694,HN Peg b,HN Peg,1,1,Imaging,2006,Spitzer Space Telescope,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,,,,11.777,6991.57,Mass,,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,G0 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h44m31.58s,326.1315705,+14d46m17.23s,14.7714524,18.1186,5.97707,0.023,-0.023,4.559,0.038,-0.038,5.82363,0.001848,-0.001848,2007-01,5/14/2014
2695,HR 2562 b,HR 2562,1,1,Imaging,2016,Gemini Observatory,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...4K/abstract target=ref>Konopacky et al. 2016</a>,,,,12.442,9534.9,Mass,1200,<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...4K/abstract target=ref>Konopacky et al. 2016</a>,F5 V,,,1.3,0.02,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h50m01.03s,102.5042716,-60d14m55.24s,-60.2486775,34.0071,6.11,0.03,-0.03,5.02,0.016,-0.016,5.99741,0.0006596,-0.0006596,2016-09,9/8/2016
2696,HR 5183 b,HR 5183,1,1,Radial Velocity,2019,Multiple Observatories,<a refstr=BLUNT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..181B/abstract target=ref>Blunt et al. 2019</a>,27000,16000,-8000,,1026.5909,Msini,171,<a refstr=BLUNT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..181B/abstract target=ref>Blunt et al. 2019</a>,,5794,1.53,1.07,0.1,[Fe/H],4.02,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m56.59s,206.7357992,+06d20m59.64s,6.3498994,31.4607,6.33432,0.023,-0.023,4.851,0.021,-0.021,6.17464,0.000538,-0.000538,2019-11,9/26/2019
2700,HR 810 b,HR 810,1,1,Radial Velocity,1999,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,302.79999,2.3,-2.3,,721.4741,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6167,1.13,1.34,0.16,[Fe/H],4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m34.01s,40.6417178,-50d47m57.65s,-50.7993484,17.3181,5.4,0.03,-0.03,4.138,0.036,-0.036,5.25587,0.0022802,-0.0022802,2017-03,9/6/2018
2702,HR 858 b,HR 858,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,3.58599,0.00015,-0.00015,2.085,,,1572,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,,6201,1.31,1.15,-0.14,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.964,6.38,0.03,-0.03,5.149,0.02,-0.02,6.25276,0.0004263,-0.0004263,2019-08,7/25/2019
2703,HR 858 c,HR 858,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,5.97293,0.0006,-0.00053,1.939,,,1326,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,,6201,1.31,1.15,-0.14,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.964,6.38,0.03,-0.03,5.149,0.02,-0.02,6.25276,0.0004263,-0.0004263,2019-08,7/25/2019
2705,HR 858 d,HR 858,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,11.23,0.0011,-0.001,2.164,,,1075,<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>,,6201,1.31,1.15,-0.14,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.964,6.38,0.03,-0.03,5.149,0.02,-0.02,6.25276,0.0004263,-0.0004263,2019-08,7/25/2019
2709,HR 8799 b,HR 8799,1,4,Imaging,2008,Gemini Observatory,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,170000,,,13,2000,Mass,,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,A5 V,,,1.5,-0.47,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441,5.98,0.01,-0.01,5.24,0.018,-0.018,5.90914,0.0018783,-0.0018783,2008-11,5/14/2014
2713,HR 8799 c,HR 8799,1,4,Imaging,2008,Gemini Observatory,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,69000,,,13,3000,Mass,,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,A5 V,,,1.5,-0.47,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441,5.98,0.01,-0.01,5.24,0.018,-0.018,5.90914,0.0018783,-0.0018783,2008-11,5/14/2014
2714,HR 8799 d,HR 8799,1,4,Imaging,2008,W. M. Keck Observatory,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,37000,,,13,3000,Mass,,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,A5 V,,,1.5,-0.47,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441,5.98,0.01,-0.01,5.24,0.018,-0.018,5.90914,0.0018783,-0.0018783,2008-11,5/14/2014
2720,HR 8799 e,HR 8799,1,4,Imaging,2010,W. M. Keck Observatory,<a refstr=GRAVITY_COLLABORATION_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623L..11G/abstract target=ref>Gravity Collaboration et al. 2019</a>,,,,13.115,3178.3,Mass,1150,<a refstr=GRAVITY_COLLABORATION_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623L..11G/abstract target=ref>Gravity Collaboration et al. 2019</a>,A5,7400,,,-0.5,[Fe/H],4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441,5.98,0.01,-0.01,5.24,0.018,-0.018,5.90914,0.0018783,-0.0018783,2019-03,6/27/2019
31766,iot Dra b,iot Dra,1,1,Radial Velocity,2002,Lick Observatory,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,511.098,0.089,-0.089,,2803.1,Msini,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,4548,,1.05,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h24m55.76s,231.2323227,+58d57m58.11s,58.9661403,31.32832,3.29668,0.023,-0.023,0.671,0.2,-0.2,2.96828,0.0051606,-0.0051606,2006-07,7/23/2014
2816,K2-116 b,K2-116,1,1,Transit,2017,K2,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,4.655411,0.000486,-0.000473,0.69,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4348.35,0.67,0.69,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h24m36.56s,336.1523363,-11d34m45.55s,-11.5793181,49.3855,10.8,0.03,-0.03,7.875,0.027,-0.027,10.3281,0.001047,-0.001047,2017-11,10/5/2017
2817,K2-117 b,K2-117,1,2,Transit,2017,K2,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,1.2916,4.90E-05,-5.10E-05,2.03,,,868,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,3778,0.51,0.54,-0.05,[Fe/H],4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m25.38s,133.8557342,+10d28m09.18s,10.4692176,101.632,14.639,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.000243,-0.000243,2018-12,10/26/2018
2825,K2-117 c,K2-117,1,2,Transit,2017,K2,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5.444017,0.000462,-0.000455,2.06,,,537,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,3778,0.51,0.54,-0.05,[Fe/H],4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m25.38s,133.8557342,+10d28m09.18s,10.4692176,101.632,14.639,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.000243,-0.000243,2018-12,10/26/2018
2854,K2-122 b,K2-122,1,1,Transit,2017,K2,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210903346C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2021</a>,2.2193023,2.00E-06,-2.00E-06,1.16,,,769,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210903346C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2021</a>,,4009,0.59,0.63,0.32,[Fe/H],4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m54.29s,126.4762179,+20d21m33.62s,20.3593384,72.0444,13.105,0.063,-0.063,9.275,0.018,-0.018,12.3708,0.000252,-0.000252,2021-09,9/20/2021
2880,K2-126 b,K2-126,1,1,Transit,2017,K2,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.385655,0.000501,-0.000509,1.97,,,601,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4339,0.65,0.69,0.02,[Fe/H],4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m11.21s,203.5467021,-13d34m37.09s,-13.5769705,102.953,12.759,0.069,-0.069,9.712,0.021,-0.021,12.4013,0.000397,-0.000397,2018-12,10/26/2018
2893,K2-129 b,K2-129,1,1,Transit,2017,K2,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,8.239493,0.000292,-0.000291,1.04,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3459.09,0.36,0.36,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m35.65s,289.1485491,-25d38m46.76s,-25.6463233,27.7957,13.639,0.019,-0.019,8.852,0.021,-0.021,12.4624,0.000862,-0.000862,2017-11,10/5/2017
2909,K2-133 b,K2-133,1,4,Transit,2017,K2,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,3.07133,0.00011,-0.00011,1.34,,,,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,M1.5 V,3655,0.46,0.46,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.000311,-0.000311,2019-08,5/23/2019
